3206
0	I	0	0	-1	-1	0
1	I	0	0	-1	-1	1
2	I	0	0	-1	-1	2
3	I	0	0	-1	-1	3
4	I	0	0	-1	-1	4
5	I	0	0	-1	-1	5
6	I	0	0	-1	-1	6
7	I	0	0	-1	-1	7
8	I	0	0	-1	-1	8
9	I	0	0	-1	-1	9
10	I	0	0	-1	-1	10
11	I	0	0	-1	-1	11
12	I	0	0	-1	-1	12
13	I	0	0	-1	-1	13
14	I	0	0	-1	-1	14
15	I	0	0	-1	-1	15
16	I	0	0	-1	-1	16
17	I	0	0	-1	-1	17
18	I	0	0	-1	-1	18
19	I	0	0	-1	-1	19
20	I	0	0	-1	-1	20
21	I	0	0	-1	-1	21
22	I	0	0	-1	-1	22
23	I	0	0	-1	-1	23
24	I	0	0	-1	-1	24
25	I	0	0	-1	-1	25
26	I	0	0	-1	-1	26
27	I	0	0	-1	-1	27
28	I	0	0	-1	-1	28
29	I	0	0	-1	-1	29
30	I	0	0	-1	-1	30
31	I	0	0	-1	-1	31
32	I	0	0	-1	-1	32
33	I	0	0	-1	-1	33
34	I	0	0	-1	-1	34
35	I	0	0	-1	-1	35
36	I	0	0	-1	-1	36
37	I	0	0	-1	-1	37
38	I	0	0	-1	-1	38
39	I	0	0	-1	-1	39
40	I	0	0	-1	-1	40
41	I	0	0	-1	-1	41
42	I	0	0	-1	-1	42
43	I	0	0	-1	-1	43
44	I	0	0	-1	-1	44
45	I	0	0	-1	-1	45
46	I	0	0	-1	-1	46
47	I	0	0	-1	-1	47
48	I	0	0	-1	-1	48
49	I	0	0	-1	-1	49
50	I	0	0	-1	-1	50
51	I	0	0	-1	-1	51
52	I	0	0	-1	-1	52
53	I	0	0	-1	-1	53
54	I	0	0	-1	-1	54
55	I	0	0	-1	-1	55
56	I	0	0	-1	-1	56
57	I	0	0	-1	-1	57
58	I	0	0	-1	-1	58
59	I	0	0	-1	-1	59
60	I	0	0	-1	-1	60
61	I	0	0	-1	-1	61
62	I	0	0	-1	-1	62
63	I	0	0	-1	-1	63
64	I	0	0	-1	-1	64
65	I	0	0	-1	-1	65
66	I	0	0	-1	-1	66
67	I	0	0	-1	-1	67
68	I	0	0	-1	-1	68
69	I	0	0	-1	-1	69
70	I	0	0	-1	-1	70
71	I	0	0	-1	-1	71
72	I	0	0	-1	-1	72
73	I	0	0	-1	-1	73
74	I	0	0	-1	-1	74
75	I	0	0	-1	-1	75
76	I	0	0	-1	-1	76
77	I	0	0	-1	-1	77
78	I	0	0	-1	-1	78
79	I	0	0	-1	-1	79
80	I	0	0	-1	-1	80
81	I	0	0	-1	-1	81
82	I	0	0	-1	-1	82
83	I	0	0	-1	-1	83
84	I	0	0	-1	-1	84
85	I	0	0	-1	-1	85
86	I	0	0	-1	-1	86
87	I	0	0	-1	-1	87
88	I	0	0	-1	-1	88
89	I	0	0	-1	-1	89
90	I	0	0	-1	-1	90
91	I	0	0	-1	-1	91
92	I	0	0	-1	-1	92
93	I	0	0	-1	-1	93
94	I	0	0	-1	-1	94
95	I	0	0	-1	-1	95
96	I	0	0	-1	-1	96
97	I	0	0	-1	-1	97
98	I	0	0	-1	-1	98
99	I	0	0	-1	-1	99
100	I	1	0	-1	-1	0
101	I	1	0	-1	-1	1
102	I	1	0	-1	-1	2
103	I	1	0	-1	-1	3
104	I	1	0	-1	-1	4
105	I	1	0	-1	-1	5
106	I	1	0	-1	-1	6
107	I	1	0	-1	-1	7
108	I	1	0	-1	-1	8
109	I	1	0	-1	-1	9
110	I	1	0	-1	-1	10
111	I	1	0	-1	-1	11
112	I	1	0	-1	-1	12
113	I	1	0	-1	-1	13
114	I	1	0	-1	-1	14
115	I	1	0	-1	-1	15
116	I	1	0	-1	-1	16
117	I	1	0	-1	-1	17
118	I	1	0	-1	-1	18
119	I	1	0	-1	-1	19
120	I	1	0	-1	-1	20
121	I	1	0	-1	-1	21
122	I	1	0	-1	-1	22
123	I	1	0	-1	-1	23
124	I	1	0	-1	-1	24
125	I	1	0	-1	-1	25
126	I	1	0	-1	-1	26
127	I	1	0	-1	-1	27
128	I	1	0	-1	-1	28
129	I	1	0	-1	-1	29
130	I	1	0	-1	-1	30
131	I	1	0	-1	-1	31
132	I	1	0	-1	-1	32
133	I	1	0	-1	-1	33
134	I	1	0	-1	-1	34
135	I	1	0	-1	-1	35
136	I	1	0	-1	-1	36
137	I	1	0	-1	-1	37
138	I	1	0	-1	-1	38
139	I	1	0	-1	-1	39
140	I	1	0	-1	-1	40
141	I	1	0	-1	-1	41
142	I	1	0	-1	-1	42
143	I	1	0	-1	-1	43
144	I	1	0	-1	-1	44
145	I	1	0	-1	-1	45
146	I	1	0	-1	-1	46
147	I	1	0	-1	-1	47
148	I	1	0	-1	-1	48
149	I	1	0	-1	-1	49
150	I	1	0	-1	-1	50
151	I	1	0	-1	-1	51
152	I	1	0	-1	-1	52
153	I	1	0	-1	-1	53
154	I	1	0	-1	-1	54
155	I	1	0	-1	-1	55
156	I	1	0	-1	-1	56
157	I	1	0	-1	-1	57
158	I	1	0	-1	-1	58
159	I	1	0	-1	-1	59
160	I	1	0	-1	-1	60
161	I	1	0	-1	-1	61
162	I	1	0	-1	-1	62
163	I	1	0	-1	-1	63
164	I	1	0	-1	-1	64
165	I	1	0	-1	-1	65
166	I	1	0	-1	-1	66
167	I	1	0	-1	-1	67
168	I	1	0	-1	-1	68
169	I	1	0	-1	-1	69
170	I	1	0	-1	-1	70
171	I	1	0	-1	-1	71
172	I	1	0	-1	-1	72
173	I	1	0	-1	-1	73
174	I	1	0	-1	-1	74
175	I	1	0	-1	-1	75
176	I	1	0	-1	-1	76
177	I	1	0	-1	-1	77
178	I	1	0	-1	-1	78
179	I	1	0	-1	-1	79
180	I	1	0	-1	-1	80
181	I	1	0	-1	-1	81
182	I	1	0	-1	-1	82
183	I	1	0	-1	-1	83
184	I	1	0	-1	-1	84
185	I	1	0	-1	-1	85
186	I	1	0	-1	-1	86
187	I	1	0	-1	-1	87
188	I	1	0	-1	-1	88
189	I	1	0	-1	-1	89
190	I	1	0	-1	-1	90
191	I	1	0	-1	-1	91
192	I	1	0	-1	-1	92
193	I	1	0	-1	-1	93
194	I	1	0	-1	-1	94
195	I	1	0	-1	-1	95
196	I	1	0	-1	-1	96
197	I	1	0	-1	-1	97
198	I	1	0	-1	-1	98
199	I	1	0	-1	-1	99
200	F	0	0	-1	-1	0
201	F	0	0	-1	-1	1
202	F	0	0	-1	-1	2
203	F	0	0	-1	-1	3
204	F	0	0	-1	-1	4
205	F	0	0	-1	-1	5
206	F	0	0	-1	-1	6
207	F	0	0	-1	-1	7
208	F	0	0	-1	-1	8
209	F	0	0	-1	-1	9
210	F	0	0	-1	-1	10
211	F	0	0	-1	-1	11
212	F	0	0	-1	-1	12
213	F	0	0	-1	-1	13
214	F	0	0	-1	-1	14
215	F	0	0	-1	-1	15
216	F	0	0	-1	-1	16
217	F	0	0	-1	-1	17
218	F	0	0	-1	-1	18
219	F	0	0	-1	-1	19
220	F	0	0	-1	-1	20
221	F	0	0	-1	-1	21
222	F	0	0	-1	-1	22
223	F	0	0	-1	-1	23
224	F	0	0	-1	-1	24
225	F	0	0	-1	-1	25
226	F	0	0	-1	-1	26
227	F	0	0	-1	-1	27
228	F	0	0	-1	-1	28
229	F	0	0	-1	-1	29
230	F	0	0	-1	-1	30
231	F	0	0	-1	-1	31
232	F	0	0	-1	-1	32
233	F	0	0	-1	-1	33
234	F	0	0	-1	-1	34
235	F	0	0	-1	-1	35
236	F	0	0	-1	-1	36
237	F	0	0	-1	-1	37
238	F	0	0	-1	-1	38
239	F	0	0	-1	-1	39
240	F	0	0	-1	-1	40
241	F	0	0	-1	-1	41
242	F	0	0	-1	-1	42
243	F	0	0	-1	-1	43
244	F	0	0	-1	-1	44
245	F	0	0	-1	-1	45
246	F	0	0	-1	-1	46
247	F	0	0	-1	-1	47
248	F	0	0	-1	-1	48
249	F	0	0	-1	-1	49
250	F	0	0	-1	-1	50
251	F	0	0	-1	-1	51
252	F	0	0	-1	-1	52
