0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	0
9	8
10	7
11	9
12	10
13	11
14	3
15	12
16	13
17	14
18	15
19	4
20	7
21	16
22	17
23	18
24	7
25	19
26	20
27	21
28	22
29	23
30	24
27	25
27	26
31	27
32	28
33	10
34	29
35	30
36	29
37	31
38	32
39	2
40	33
41	34
42	35
43	36
16	37
44	4
45	5
46	38
47	39
48	40
49	31
50	41
51	42
52	2
53	43
54	7
55	44
56	25
57	2
58	45
59	46
60	47
61	47
62	48
63	49
64	26
42	50
65	51
66	19
67	1
68	48
69	43
70	52
27	53
71	54
72	55
73	56
74	2
75	7
76	7
77	16
78	54
79	57
80	58
55	59
81	49
82	10
83	60
84	61
85	62
86	7
87	63
88	64
89	65
90	66
6	14
91	67
92	26
93	10
94	68
95	69
34	31
96	70
59	71
97	72
36	73
98	74
6	75
99	62
16	38
53	57
27	76
84	42
6	77
16	78
48	60
47	24
6	78
46	79
26	3
89	80
16	81
9	78
15	82
46	78
46	83
55	35
31	2
19	69
89	79
16	84
20	3
16	82
51	85
11	74
6	79
23	86
89	51
55	87
6	88
16	89
20	70
19	90
11	26
89	82
89	83
17	91
27	92
9	82
95	43
89	91
4	32
59	93
17	15
30	94
38	57
6	38
49	95
15	79
42	87
39	94
17	79
46	96
39	97
3	98
35	20
46	15
3	20
37	95
27	11
16	99
6	15
65	100
43	101
43	60
64	102
50	79
60	95
53	29
32	69
27	103
97	54
89	104
48	105
79	106
65	80
7	107
65	46
6	104
25	66
32	4
69	57
65	108
18	108
13	26
61	109
21	110
77	20
19	95
89	38
34	90
37	69
17	96
15	93
34	106
64	94
65	8
17	88
30	2
43	111
47	11
74	103
70	106
38	61
13	24
36	61
46	12
40	112
33	72
50	38
67	70
11	27
87	33
19	28
35	113
40	102
47	2
37	90
49	114
51	61
95	47
69	61
46	99
26	115
44	28
51	57
84	29
73	61
63	48
38	29
11	116
47	102
79	73
41	10
56	92
44	73
4	90
6	80
61	69
72	24
48	117
12	48
31	9
56	118
53	47
70	28
30	103
86	20
23	30
31	74
49	52
42	105
9	38
17	71
70	85
59	88
95	57
74	119
50	91
31	120
44	57
73	90
39	27
47	112
10	107
74	11
24	30
87	121
64	116
87	103
59	79
30	119
32	57
10	122
84	90
15	38
93	72
1	123
68	54
18	14
61	4
79	47
24	70
18	96
14	7
53	32
40	55
87	120
56	11
40	11
34	85
73	73
17	80
83	87
31	124
66	34
47	55
96	16
89	125
56	24
1	113
73	4
18	8
54	110
56	119
56	26
72	11
11	25
95	73
72	2
51	56
50	82
22	7
11	119
56	124
4	61
67	110
3	115
27	126
96	3
78	72
39	119
31	116
47	127
4	114
39	126
88	118
88	11
81	66
11	124
0	128
16	46
6	91
53	95
16	91
16	93
25	10
6	81
23	7
89	129
46	108
16	88
6	108
65	82
8	58
80	128
6	99
27	2
95	29
36	85
16	80
22	1
27	130
5	23
47	131
35	122
7	1
55	60
33	54
34	52
45	132
89	133
31	26
89	93
25	49
9	134
46	135
40	2
48	101
55	136
17	93
19	57
6	137
59	15
29	5
27	63
0	138
15	8
12	49
11	118
54	115
27	139
16	51
55	140
8	128
16	129
21	98
16	141
17	108
64	64
27	142
19	114
37	61
23	70
14	123
15	134
36	56
46	8
27	143
37	85
59	108
89	78
55	45
25	48
33	19
39	25
62	34
30	33
46	133
69	73
11	11
42	60
16	135
4	42
29	132
24	1
20	107
35	123
57	64
82	54
8	138
65	141
89	81
23	123
49	73
55	117
0	58
34	4
22	144
32	42
44	47
79	43
34	61
6	134
22	145
87	55
35	70
62	66
34	57
37	32
43	45
21	113
89	46
47	124
39	33
18	37
84	28
47	116
46	146
89	135
57	26
85	67
17	84
40	26
63	10
47	64
17	78
44	43
20	30
88	2
73	31
13	64
16	108
6	13
89	100
16	83
47	74
94	67
54	18
89	108
38	85
27	112
42	45
89	141
16	41
15	78
89	8
56	116
19	61
34	43
65	78
48	50
3	122
11	24
19	85
43	44
44	106
36	95
16	8
83	45
11	147
70	90
38	28
37	29
27	148
89	134
6	8
6	141
16	134
48	59
87	2
89	88
27	147
63	66
6	84
70	42
36	32
81	10
46	14
44	85
55	50
18	93
16	133
16	125
95	4
63	34
19	56
34	56
6	149
93	54
79	109
15	108
27	64
6	93
73	47
70	61
34	95
16	104
91	62
80	0
17	46
39	26
70	95
27	9
89	89
18	82
11	63
50	93
36	31
47	121
6	150
20	86
79	90
26	70
6	82
17	146
27	102
23	107
96	20
87	9
24	115
49	32
49	109
71	49
57	33
17	134
85	68
46	100
46	93
32	61
52	26
84	4
40	92
51	28
70	57
35	16
34	28
1	3
16	146
59	78
70	31
89	99
11	2
6	65
48	111
30	64
38	90
89	84
11	103
26	7
6	41
47	103
6	89
39	124
74	74
91	68
79	61
35	86
60	32
24	98
93	66
6	83
47	63
69	90
9	108
51	32
74	151
30	55
65	84
40	9
53	109
10	16
48	45
98	11
87	94
6	146
20	110
20	123
27	118
89	152
96	122
6	133
66	10
83	44
46	71
18	79
47	33
79	31
64	33
9	146
31	33
78	48
43	50
2	26
17	99
59	84
95	31
19	32
6	153
1	20
40	64
40	27
27	33
60	31
39	64
46	82
95	28
69	4
35	110
87	24
47	9
75	20
31	118
23	1
6	12
74	64
9	91
11	33
31	92
19	31
7	70
4	106
56	2
72	151
1	7
5	154
4	57
44	52
13	9
95	61
73	109
31	64
41	49
89	15
46	37
17	12
39	24
15	15
37	52
50	89
3	107
47	26
55	105
30	9
37	4
42	136
16	100
45	23
36	47
61	57
74	26
73	95
50	12
17	155
31	94
61	114
6	152
80	138
13	103
95	56
15	41
88	24
42	140
36	114
95	109
72	103
51	90
97	19
17	133
30	74
79	4
69	69
49	29
13	97
9	93
41	48
36	28
11	120
42	111
95	90
3	86
73	106
53	31
20	20
6	46
68	72
89	155
73	52
30	118
72	33
4	47
46	156
64	24
38	52
16	156
36	69
92	33
70	4
6	71
47	92
21	30
32	85
31	103
69	47
50	141
15	100
22	30
93	19
48	87
39	9
49	85
56	112
50	46
50	78
56	97
10	98
59	38
32	31
38	31
39	11
84	109
89	14
47	27
15	135
98	64
92	64
4	52
61	61
47	97
47	25
64	11
73	69
56	9
37	106
32	52
60	57
54	70
17	81
59	146
34	114
40	151
20	1
65	146
9	84
17	129
72	94
12	66
42	44
95	85
11	94
61	106
53	90
48	35
11	131
11	97
47	119
84	43
66	48
53	73
12	34
53	56
73	29
32	29
53	4
38	95
46	134
73	114
53	69
17	82
64	63
65	93
41	19
37	28
59	129
37	114
19	52
39	157
64	121
50	84
69	85
33	49
56	33
17	104
17	100
59	141
59	91
3	123
43	136
44	61
53	61
96	30
32	56
96	113
88	26
92	2
38	4
6	100
59	100
98	2
95	52
13	33
46	89
30	116
30	11
35	98
34	32
64	74
18	100
50	80
82	48
93	34
97	48
40	116
96	107
76	70
87	64
43	117
60	90
27	94
61	73
49	57
61	90
26	86
40	121
9	46
91	158
47	151
64	151
26	18
47	147
70	29
53	114
25	72
26	123
90	34
64	2
84	85
4	85
54	1
81	48
84	106
69	32
56	120
4	29
32	90
25	34
86	30
5	132
55	111
81	34
1	110
62	72
24	86
6	156
49	42
27	159
98	26
79	29
14	20
76	30
17	8
56	55
37	57
13	63
13	55
99	34
43	59
87	116
17	125
85	72
85	34
33	48
15	71
48	44
47	118
13	74
34	69
67	86
7	86
6	129
88	119
26	30
56	121
51	29
15	99
77	123
27	124
63	19
69	28
51	106
55	160
23	110
12	19
48	140
39	121
20	18
56	131
98	118
72	116
69	42
9	129
3	16
68	10
38	69
9	141
17	141
1	115
89	146
18	99
48	36
66	66
37	43
27	39
18	38
37	42
30	26
9	51
49	43
19	29
64	55
50	108
44	109
18	78
51	31
64	97
19	106
21	86
40	103
95	42
84	73
17	38
18	12
61	56
44	42
66	49
49	47
32	32
94	62
6	51
84	31
24	107
21	123
65	91
69	114
35	3
14	110
44	29
73	43
93	48
9	125
31	24
1	70
65	134
40	147
30	63
27	27
24	18
18	83
49	69
95	95
70	32
69	52
96	86
48	136
34	109
33	66
89	13
11	126
72	119
87	97
53	52
74	118
40	118
44	31
19	42
74	102
95	32
60	109
58	87
23	115
4	31
27	157
11	161
79	56
49	28
18	91
38	42
56	27
38	56
37	109
38	106
84	32
89	37
11	92
14	70
94	66
10	20
85	158
39	161
16	153
17	51
81	19
21	70
46	125
38	109
39	147
4	109
3	30
69	109
17	89
4	56
13	118
51	73
52	64
32	95
41	66
56	126
50	15
65	89
69	29
20	115
18	134
31	126
84	52
74	63
27	131
79	28
50	71
86	3
26	107
46	84
49	61
65	129
68	19
18	146
13	94
